scenario_id,Компонент,Наименование партии,"Массовая доля, %",% масс. (Mo),CAS,COC (°C),SMILES для наиболее вероятной (средней) молекулы сульфокислоты,"Активный Азот / Кислород, % масс. (N или O)",Анилиновая точка,Атомное отношение P:Zn,Группа по API,Деаэрация | ASTM D3427,Деэм.вода | ASTM D1401,Деэм.время | ASTM D1401,Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293","Дипольный момент, Д",Длина углеродной цепи,"Индекс вязкости, ГОСТ 25371",Индекс полидисперсности,"Индекс стабильности, %","Испаряемость по NOACK, ASTM D5800",Категория,Кинематическая вязкость,"Кинематическая вязкость, при -30⁰С | ASTM D445","Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445","Кислотное число, ГОСТ 11362",Класс полиамина,Класс субстрата,"Масса гидрофобного хвоста, г/моль",Массовая доля кальция | ASTM D6481,"Массовая доля кальция, ASTM D6481",Массовая доля серы | ASTM D6481,"Массовая доля серы, ASTM D6481","Массовая доля сульфатной золы, ГОСТ 12417",Массовая доля фосфора | ASTM D6481,"Массовая доля фосфора, ASTM D6481",Массовая доля цинка | ASTM D6481,"Массовая доля цинка, ASTM D6481",Модификация,Номер CAS,Номер CAS / SMILES,Общее содержание азота | ASTM D3228,Определение содержания воды методом Карла Фишера | ASTM D 6304,Отношение S:Mo,Отношение Мыло/Основание,"Плотность при 15°С, ASTM D4052","Плотность при 20°С, ASTM D4052",Последовательность 1 | ASTM D892,Последовательность 2 | ASTM D892,Последовательность 3 | ASTM D892,"Потенциал ионизации,эВ",Происхождение,Разветвленность радикала / радикалов,"Размер мицелл, нм","Содержание MgCO3, CaCO3, % масс.",Содержание Азота,Содержание Бора,Содержание ароматики,"Содержание воды, % масс.","Содержание других элементов (например, бора)",Содержание масла,"Содержание масла, % масс.","Содержание металла (Ca/Mg), % масс.","Содержание мыла, % масс.",Содержание насыщ. у/в,Содержание полимера,"Содержание серы, % масс.","Содержание серы, мг/кг",Соотношение мономеров (EO:PO),Средневесовая масса,Степень полисульфидности,"Стерический фактор, Å3",Структура УВ-радикала,"Температура застывания, ГОСТ 20287, метод Б","Температура плавления, °C",Температура проведения теста | -,"Температура разложения, °C",Тип АО,Тип лиганда,Тип полимера,Тип спиртового радикала,Тип сукцинимида,"Химический потенциал, Дж/моль",Цвет | ASTM D1500,Цвет Сейболт | -,"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362","Энергия ВЗМО, эВ","Энергия НСМО, эВ","Энергия диссоциации связи Х-Н, ккал/моль"
train_6,Дисперсант_1,03067.22,33.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.7,,,,,,,0.002,,,,,0.002,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,,,,
train_6,Загуститель_1,01076.24 10% в HVI-4,93.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.5,,,,,,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_6,Противоизносная_присадка_27,01363.24,90.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,0.005,,18.99,,,8.928,,9.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_7,Антиоксидант_1,01028.23,17.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
train_7,Антиоксидант_3,с ЦП 28.02.2024г,14.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_7,Антипенная_присадка_1,3% р-р в МУОБР,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_7,Базовое_масло_1,0766.24,53.037,,,,,,,,,,,,,,535,842,1398,2472,,,,113,,,13.3,,,,4.56,22.94,,,,,,0.0002,,0.00007,,,0.00002,,0.00004,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,,
train_7,Базовое_масло_1,0766.24,14.811,,,,,,,,,,,,,,535,842,1398,2472,,,,113,,,13.3,,,,4.56,22.94,,,,,,0.0002,,0.00007,,,0.00002,,0.00004,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,,
train_7,Базовое_масло_14,из ЦП 19.09.23г,84.281,,,,,,,,,,,,,,13,25,50,100,200,,,,,,90,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_7,Базовое_масло_2,0407.24,63.363,,,,,,,,,,39,5,41,0,1206,2249,4651,10139,,,,98,,,13.7,,,,5.38,32.45,,,,,,0.0003,,0.0267,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,
train_7,Базовое_масло_3,0886.24,11.036,,,,,,,,,,,,,,411,626,1004,1695,3071,,,126,,,15,,,,4.48,21.19,,,,,,0.0001,,0.0007,,,0.00002,,0.00007,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-21,,,,,,,,,,,,,,,,
train_7,Базовое_масло_5,0767.24,70.369,,,,,,,,,,,,,,2344,4083,7514,14665,,,,116,,,3.1,,,,8.35,57.8,,,,,,0.00021,,0.00038,,,0.00002,,0.00002,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-22,,,,,,,,,,,,,,,,
train_7,Депрессорная_присадка_1,0800.24,26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_7,Детергент_1,03203.23,38.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.91,,,,,,,16.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,
train_7,Детергент_2,01297.23,80.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.47,,,,,,,6.48,,,,,0.0004,,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,
train_7,Дисперсант_1,03067.22,33.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.7,,,,,,,0.002,,,,,0.002,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,,,,
train_7,Загуститель_1,01076.24 10% в HVI-4,93.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.5,,,,,,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_7,Противоизносная_присадка_18,01872.24,29.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,,16.88,,,8.4,,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_8,Антиоксидант_1,01028.23,17.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
train_8,Антиоксидант_3,с ЦП 28.02.2024г,14.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_8,Антипенная_присадка_1,3% р-р в МУОБР,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_8,Базовое_масло_1,0766.24,53.037,,,,,,,,,,,,,,535,842,1398,2472,,,,113,,,13.3,,,,4.56,22.94,,,,,,0.0002,,0.00007,,,0.00002,,0.00004,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,,
train_8,Базовое_масло_1,0766.24,14.811,,,,,,,,,,,,,,535,842,1398,2472,,,,113,,,13.3,,,,4.56,22.94,,,,,,0.0002,,0.00007,,,0.00002,,0.00004,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,,
train_8,Базовое_масло_14,из ЦП 19.09.23г,84.281,,,,,,,,,,,,,,13,25,50,100,200,,,,,,90,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_8,Базовое_масло_2,0407.24,78.195,,,,,,,,,,39,5,41,0,1206,2249,4651,10139,,,,98,,,13.7,,,,5.38,32.45,,,,,,0.0003,,0.0267,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,
train_8,Базовое_масло_3,0886.24,11.036,,,,,,,,,,,,,,411,626,1004,1695,3071,,,126,,,15,,,,4.48,21.19,,,,,,0.0001,,0.0007,,,0.00002,,0.00007,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-21,,,,,,,,,,,,,,,,
train_8,Базовое_масло_5,0767.24,70.369,,,,,,,,,,,,,,2344,4083,7514,14665,,,,116,,,3.1,,,,8.35,57.8,,,,,,0.00021,,0.00038,,,0.00002,,0.00002,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-22,,,,,,,,,,,,,,,,
train_8,Депрессорная_присадка_1,0800.24,26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_8,Детергент_1,03203.23,38.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.91,,,,,,,16.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,
train_8,Детергент_2,01297.23,80.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.47,,,,,,,6.48,,,,,0.0004,,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,
train_8,Дисперсант_1,03067.22,33.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.7,,,,,,,0.002,,,,,0.002,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,,,,
train_8,Загуститель_1,01076.24 10% в HVI-4,93.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.5,,,,,,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_8,Противоизносная_присадка_26,COMP-2024-0017-M,90.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,16.5,,,8.45,,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_9,Антиоксидант_1,01028.23,17.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
train_9,Антиоксидант_3,с ЦП 28.02.2024г,14.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_9,Антипенная_присадка_1,3% р-р в МУОБР,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_9,Базовое_масло_1,0766.24,53.037,,,,,,,,,,,,,,535,842,1398,2472,,,,113,,,13.3,,,,4.56,22.94,,,,,,0.0002,,0.00007,,,0.00002,,0.00004,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,,
train_9,Базовое_масло_1,0766.24,14.811,,,,,,,,,,,,,,535,842,1398,2472,,,,113,,,13.3,,,,4.56,22.94,,,,,,0.0002,,0.00007,,,0.00002,,0.00004,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,,
train_9,Базовое_масло_14,из ЦП 19.09.23г,84.281,,,,,,,,,,,,,,13,25,50,100,200,,,,,,90,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_9,Базовое_масло_2,0407.24,88.496,,,,,,,,,,39,5,41,0,1206,2249,4651,10139,,,,98,,,13.7,,,,5.38,32.45,,,,,,0.0003,,0.0267,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,
train_9,Базовое_масло_3,0886.24,11.036,,,,,,,,,,,,,,411,626,1004,1695,3071,,,126,,,15,,,,4.48,21.19,,,,,,0.0001,,0.0007,,,0.00002,,0.00007,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-21,,,,,,,,,,,,,,,,
train_9,Базовое_масло_5,0767.24,70.369,,,,,,,,,,,,,,2344,4083,7514,14665,,,,116,,,3.1,,,,8.35,57.8,,,,,,0.00021,,0.00038,,,0.00002,,0.00002,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-22,,,,,,,,,,,,,,,,
train_9,Депрессорная_присадка_1,0800.24,26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_9,Детергент_1,03203.23,38.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.91,,,,,,,16.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,
train_9,Детергент_2,01297.23,80.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.47,,,,,,,6.48,,,,,0.0004,,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,
train_9,Дисперсант_1,03067.22,33.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.7,,,,,,,0.002,,,,,0.002,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,,,,
train_9,Загуститель_1,01076.24 10% в HVI-4,93.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.5,,,,,,,,,,,,,,,,,,,,,,844.7,841.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_9,Противоизносная_присадка_25,COMP-2024-0018-M,26.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.16,,,8.62,,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_10,Антиоксидант_1,01028.23,17.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
train_10,Антиоксидант_3,с ЦП 28.02.2024г,14.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_10,Антипенная_присадка_1,12 от 13.05.2024,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_10,Базовое_масло_1,02375.24,23.138,,,,,,,,,,,,,,491,777,1321,2359,,,,112,,,,,,,4.52,22.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,,
train_10,Базовое_масло_1,02375.24,30.454,,,,,,,,,,,,,,491,777,1321,2359,,,,112,,,,,,,4.52,22.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,,
train_10,Базовое_масло_14,01500.24,84.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_10,Базовое_масло_2,02425.24,88.496,,,,,,,,,,,,,,,,,,,,,95,,,,,,,5.35,32.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_10,Базовое_масло_3,02502.24,11.036,,,,,,,,,,,,,,,,,1544,2800,,,,,,,,,,4.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19,,,,,,,,,,,,,,,,
train_10,Базовое_масло_5,02896.24,70.369,,,,,,,,,,,,,,,,7741,14916,,,,114,,,,,,,8.53,59.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_10,Детергент_1,03052.24,38.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.7,,,,
train_10,Детергент_2,01297.23,80.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.47,,,,,,,6.48,,,,,0.0004,,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,
train_10,Дисперсант_1,03067.22,33.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.7,,,,,,,0.002,,,,,0.002,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,,,,
train_10,Загуститель_1,02344.24 10.3% в 2гр,93.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_10,Противоизносная_присадка_29,03073.24,11.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94,,,,,,,0.0004,,17.94,,,9.32,,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93,14.47,,,
train_11,Антиоксидант_4,01050.22,95.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_11,Базовое_масло_1,03197.24,43.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_11,Базовое_масло_1,03197.24,43.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_11,Базовое_масло_5,03159.24,22.895,,,,,,,,,,,,,,,3500,7036,14173,,,,,,,,,,,8.303,56.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_11,Детергент_1,03052.24,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.7,,,,
train_11,Загуститель_1,02344.24 10.3% в 2гр,2.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_11,Противоизносная_присадка_2,от 28.12.24,31.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_12,Антиоксидант_4,01050.22,95.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_12,Базовое_масло_1,03197.24,43.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_12,Базовое_масло_1,03197.24,43.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_12,Базовое_масло_5,03159.24,22.895,,,,,,,,,,,,,,,3500,7036,14173,,,,,,,,,,,8.303,56.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_12,Детергент_1,03052.24,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.7,,,,
train_12,Загуститель_1,02344.24 10.3% в 2гр,2.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_12,Противоизносная_присадка_22,скай кемикалс,31.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_13,Антиоксидант_4,01050.22,95.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_13,Базовое_масло_1,03197.24,43.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_13,Базовое_масло_1,03197.24,43.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_13,Базовое_масло_5,03159.24,22.895,,,,,,,,,,,,,,,3500,7036,14173,,,,,,,,,,,8.303,56.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_13,Детергент_1,03052.24,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.7,,,,
train_13,Загуститель_1,02344.24 10.3% в 2гр,2.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_13,Противоизносная_присадка_23,048,31.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_14,Антиоксидант_7,п.EQ2023082507,26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_14,Антиоксидант_8,COMP-2024-0009-M,17.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_14,Антипенная_присадка_1,12 от 13.05.2024,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_14,Базовое_масло_1,0318.25,81.459,,,,,,,,,,,,,,,784,1294,2234,,,,,,,,,,,4.44,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_14,Базовое_масло_1,0318.25,31.355,,,,,,,,,,,,,,,784,1294,2234,,,,,,,,,,,4.44,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_14,Базовое_масло_14,01500.24,91.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_14,Базовое_масло_5,0312.25,91.506,,,,,,,,,,,,,,,3821,6926,13682,,,,119,,,,,,,8.276,55.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,
train_14,Депрессорная_присадка_2,"п, 3",26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_14,Детергент_1,0269.25,92.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.33,,,,,,,15.13,,1.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.1,,,,
train_14,Детергент_3,48670.24,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.76,,,,,,,5.66,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_14,Детергент_7,03229.24,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.484,,,,,2.873,,0.0344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_14,Дисперсант_3,01030.23,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.1,,,,,,,0.002,,0.048,,,0.002,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,
train_14,Дисперсант_6,077.25,31.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,22.7,16.7,,,
