Компонент,Наименование партии,Наименование показателя,Единица измерения_по_партиям,Значение показателя
Базовое_масло_1,01941.23,Цвет Сейболт | -,,30.0
Базовое_масло_1,01987.25,Анилиновая точка,,68.4
Базовое_масло_1,01987.25,Группа по API,,2.0
Базовое_масло_1,01987.25,Деэм.вода | ASTM D1401,,40.16666666666666
Базовое_масло_1,01987.25,Деэм.время | ASTM D1401,,5.0
Базовое_масло_1,01987.25,Деэм.масло | ASTM D1401,,39.833333333333336
Базовое_масло_1,01987.25,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_1,01987.25,"Динамическая вязкость CCS -15°C, ASTM D5293",,507.0
Базовое_масло_1,01987.25,"Динамическая вязкость CCS -20°C, ASTM D5293",,809.0
Базовое_масло_1,01987.25,"Динамическая вязкость CCS -25°C, ASTM D5293",,1338.0
Базовое_масло_1,01987.25,"Динамическая вязкость CCS -30°C, ASTM D5293",,2338.0
Базовое_масло_1,01987.25,"Динамическая вязкость CCS -35°C, ASTM D5293",,4319.375
Базовое_масло_1,01987.25,"Индекс вязкости, ГОСТ 25371",,115.0
Базовое_масло_1,01987.25,"Испаряемость по NOACK, ASTM D5800",,14.2
Базовое_масло_1,01987.25,"Кинематическая вязкость, при 100°C, ASTM D445",,4.51
Базовое_масло_1,01987.25,"Кинематическая вязкость, при 40°C, ASTM D445",,22.35
Базовое_масло_1,01987.25,"Массовая доля кальция, ASTM D6481",,0.0002
Базовое_масло_1,01987.25,"Массовая доля серы, ASTM D6481",,0.0003999999999999
Базовое_масло_1,01987.25,"Массовая доля фосфора, ASTM D6481",,0.0001
Базовое_масло_1,01987.25,"Массовая доля цинка, ASTM D6481",,7.857142857142858e-05
Базовое_масло_1,01987.25,"Плотность при 15°С, ASTM D4052",,843.7
Базовое_масло_1,01987.25,"Плотность при 20°С, ASTM D4052",,840.6
Базовое_масло_1,01987.25,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_1,01987.25,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_1,01987.25,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_1,01987.25,"Температура застывания, ГОСТ 20287, метод Б",,-24.454545454545453
Базовое_масло_1,01987.25,Цвет Сейболт | -,,30.0
Базовое_масло_1,02228.25,Анилиновая точка,,68.4
Базовое_масло_1,02228.25,Группа по API,,2.0
Базовое_масло_1,02228.25,Деэм.вода | ASTM D1401,,40.16666666666666
Базовое_масло_1,02228.25,Деэм.время | ASTM D1401,,5.0
Базовое_масло_1,02228.25,Деэм.масло | ASTM D1401,,39.833333333333336
Базовое_масло_1,02228.25,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_1,02228.25,"Динамическая вязкость CCS -15°C, ASTM D5293",,508.54545454545456
Базовое_масло_1,02228.25,"Динамическая вязкость CCS -20°C, ASTM D5293",,800.2666666666667
Базовое_масло_1,02228.25,"Динамическая вязкость CCS -25°C, ASTM D5293",,1311.8
Базовое_масло_1,02228.25,"Динамическая вязкость CCS -30°C, ASTM D5293",,2310.6875
Базовое_масло_1,02228.25,"Динамическая вязкость CCS -35°C, ASTM D5293",,4319.375
Базовое_масло_1,02228.25,"Индекс вязкости, ГОСТ 25371",,113.3846153846154
Базовое_масло_1,02228.25,"Испаряемость по NOACK, ASTM D5800",,14.2
Базовое_масло_1,02228.25,"Кинематическая вязкость, при 100°C, ASTM D445",,4.444
Базовое_масло_1,02228.25,"Кинематическая вязкость, при 40°C, ASTM D445",,21.75
Базовое_масло_1,02228.25,"Массовая доля кальция, ASTM D6481",,0.0002
Базовое_масло_1,02228.25,"Массовая доля серы, ASTM D6481",,0.0003999999999999
Базовое_масло_1,02228.25,"Массовая доля фосфора, ASTM D6481",,0.0001
Базовое_масло_1,02228.25,"Массовая доля цинка, ASTM D6481",,7.857142857142858e-05
Базовое_масло_1,02228.25,"Плотность при 15°С, ASTM D4052",,843.475
Базовое_масло_1,02228.25,"Плотность при 20°С, ASTM D4052",,840.2500000000001
Базовое_масло_1,02228.25,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_1,02228.25,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_1,02228.25,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_1,02228.25,"Температура застывания, ГОСТ 20287, метод Б",,-24.454545454545453
Базовое_масло_1,02228.25,Цвет Сейболт | -,,30.0
Базовое_масло_1,02375.24,Анилиновая точка,,68.4
Базовое_масло_1,02375.24,Группа по API,,2.0
Базовое_масло_1,02375.24,Деэм.вода | ASTM D1401,,40.16666666666666
Базовое_масло_1,02375.24,Деэм.время | ASTM D1401,,5.0
Базовое_масло_1,02375.24,Деэм.масло | ASTM D1401,,39.833333333333336
Базовое_масло_1,02375.24,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_1,02375.24,"Динамическая вязкость CCS -15°C, ASTM D5293",,491.0
Базовое_масло_1,02375.24,"Динамическая вязкость CCS -20°C, ASTM D5293",,777.0
Базовое_масло_1,02375.24,"Динамическая вязкость CCS -25°C, ASTM D5293",,1321.0
Базовое_масло_1,02375.24,"Динамическая вязкость CCS -30°C, ASTM D5293",,2359.0
Базовое_масло_1,02375.24,"Динамическая вязкость CCS -35°C, ASTM D5293",,4319.375
Базовое_масло_1,02375.24,"Индекс вязкости, ГОСТ 25371",,112.0
Базовое_масло_1,02375.24,"Испаряемость по NOACK, ASTM D5800",,14.2
Базовое_масло_1,02375.24,"Кинематическая вязкость, при 100°C, ASTM D445",,4.52
Базовое_масло_1,02375.24,"Кинематическая вязкость, при 40°C, ASTM D445",,22.72
Базовое_масло_1,02375.24,"Массовая доля кальция, ASTM D6481",,0.0002
Базовое_масло_1,02375.24,"Массовая доля серы, ASTM D6481",,0.0003999999999999
Базовое_масло_1,02375.24,"Массовая доля фосфора, ASTM D6481",,0.0001
Базовое_масло_1,02375.24,"Массовая доля цинка, ASTM D6481",,7.857142857142858e-05
Базовое_масло_1,02375.24,"Плотность при 15°С, ASTM D4052",,843.475
Базовое_масло_1,02375.24,"Плотность при 20°С, ASTM D4052",,840.2500000000001
Базовое_масло_1,02375.24,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_1,02375.24,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_1,02375.24,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_1,02375.24,"Температура застывания, ГОСТ 20287, метод Б",,-26.0
Базовое_масло_1,02375.24,Цвет Сейболт | -,,30.0
Базовое_масло_1,0248.24,Анилиновая точка,,68.4
Базовое_масло_1,0248.24,Группа по API,,2.0
Базовое_масло_1,0248.24,Деэм.вода | ASTM D1401,,40.0
Базовое_масло_1,0248.24,Деэм.время | ASTM D1401,,5.0
Базовое_масло_1,0248.24,Деэм.масло | ASTM D1401,,40.0
Базовое_масло_1,0248.24,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_1,0248.24,"Динамическая вязкость CCS -15°C, ASTM D5293",,530.0
Базовое_масло_1,0248.24,"Динамическая вязкость CCS -20°C, ASTM D5293",,829.0
Базовое_масло_1,0248.24,"Динамическая вязкость CCS -25°C, ASTM D5293",,1373.0
Базовое_масло_1,0248.24,"Динамическая вязкость CCS -30°C, ASTM D5293",,2418.0
Базовое_масло_1,0248.24,"Динамическая вязкость CCS -35°C, ASTM D5293",,4530.0
Базовое_масло_1,0248.24,"Индекс вязкости, ГОСТ 25371",,112.0
Базовое_масло_1,0248.24,"Испаряемость по NOACK, ASTM D5800",,14.2
Базовое_масло_1,0248.24,"Кинематическая вязкость, при 100°C, ASTM D445",,4.51
Базовое_масло_1,0248.24,"Кинематическая вязкость, при 40°C, ASTM D445",,22.64
Базовое_масло_1,0248.24,"Массовая доля кальция, ASTM D6481",,0.0002
Базовое_масло_1,0248.24,"Массовая доля серы, ASTM D6481",,0.0009
Базовое_масло_1,0248.24,"Массовая доля фосфора, ASTM D6481",,0.0001
Базовое_масло_1,0248.24,"Массовая доля цинка, ASTM D6481",,0.0001
Базовое_масло_1,0248.24,"Плотность при 15°С, ASTM D4052",,843.475
Базовое_масло_1,0248.24,"Плотность при 20°С, ASTM D4052",,840.2500000000001
